id,title,genres,overview,tagline,cast,crew
9348,Species,"['Science Fiction', 'Horror', 'Action']","in 1993, the search for extra terrestrial intelligence project receives a transmission detailing an alien dna structure, along with instructions on how to splice it with human dna. the result is sil, a sensual but deadly creature who can change from a beautiful woman to an armour-plated killing machine in the blink of an eye.",our time is up.,"['Natasha Henstridge', 'Ben Kingsley', 'Michael Madsen', 'Alfred Molina', 'Forest Whitaker']",['Roger Donaldson']
281,Strange Days,"['Crime', 'Drama', 'Science Fiction', 'Thriller']","set in the year 1999 during the last days of the old millennium, the movie tells the story of lenny nero, an ex-cop who now deals with data-discs containing recorded memories and emotions. one day he receives a disc which contains the memories of a murderer killing a prostitute. lenny investigates and is pulled deeper and deeper in a whirl of blackmail, murder and rape. will he survive and solve the case?",you know you want it.,"['Ralph Fiennes', 'Angela Bassett', 'Tom Sizemore', 'Juliette Lewis', ""Vincent D'Onofrio""]",['Kathryn Bigelow']
3512,Under Siege 2: Dark Territory,"['Action', 'Thriller']","a passenger train has been hijacked by an electronics expert and turned into an untraceable command center for a weapons satellite. he has planned to blow up washington dc and only one man can stop him, former navy seal casey ryback.",last time he rocked the boat. this time the sky's the limit.,"['Steven Seagal', 'Eric Bogosian', 'Everett McGill', 'Katherine Heigl', 'Моррис Честнат']",['Geoff Murphy']
9560,A Walk in the Clouds,"['Drama', 'Romance']",world war ii vet paul sutton falls for a pregnant and unwed woman who persuades him -- during their first encounter -- to pose as her husband so she can face her family.,a man in search. a woman in need. a story of fate.,"['Keanu Reeves', 'Aitana Sánchez-Gijón', 'Anthony Quinn', 'Angélica Aragón', 'Evangelina Elizondo']",['Alfonso Aráu']
9804,Waterworld,"['Adventure', 'Action']","in a futuristic world where the polar ice caps have melted and made earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. they escape, along with her young charge, enola, and sail off aboard his ship. but the trio soon becomes the target of a menacing pirate who covets the map to 'dryland' – which is tattooed on enola's back.",beyond the horizon lies the secret to a new beginning.,"['Kevin Costner', 'Chaim Girafi', 'Rick Aviles', 'R. D. Call', 'Zitto Kazann']",['Kevin Reynolds']
76,Before Sunrise,"['Drama', 'Romance']","a dialogue marathon of a film, this fairytale love story of an american boy and french girl. during a day and a night together in vienna their two hearts collide.",can the greatest romance of your life last only one night?,"['Ethan Hawke', 'Julie Delpy', 'Andrea Eckert', 'Hanno Pöschl', 'Karl Bruckschwaiger']",['Richard Linklater']
11017,Billy Madison,['Comedy'],"billy madison is the 27 year-old son of bryan madison, a very rich man who has made his living in the hotel industry. billy stands to inherit his father's empire but only if he can make it through all 12 grades, 2 weeks per grade, to prove that he has what it takes to run the family business.",billy is going back to school... way back.,"['Adam Sandler', 'Darren McGavin', 'Bridgette Wilson', 'Bradley Whitford', 'Josh Mostel']",['Tamra Davis']
2292,Clerks,['Comedy'],"convenience and video store clerks dante and randal are sharp-witted, potty-mouthed and bored out of their minds. so in between needling customers, the counter jockeys play hockey on the roof, visit a funeral home and deal with their love lives.",just because they serve you doesn't mean they like you.,"[""Brian O'Halloran"", 'Jeff Anderson', 'Jason Mewes', 'Kevin Smith', 'Lisa Spoonhauer']",['Kevin Smith']
1909,Don Juan DeMarco,"['Romance', 'Drama', 'Comedy']","john arnold demarco is a man who believes he is don juan, the greatest lover in the world. clad in a cape and mask, demarco undergoes psychiatric treatment with dr. jack mickler to cure him of his apparent delusion. but the psychiatric sessions have an unexpected effect on the psychiatric staff and, most profoundly, dr mickler, who rekindles the romance in his complacent marriage.",the story of the man who thought he was the greatest lover in the world... and the people who tried to cure him of it!,"['Johnny Depp', 'Marlon Brando', 'Faye Dunaway', 'Géraldine Pailhas', 'Bob Dishy']",['Jeremy Leven']
8984,Disclosure,"['Drama', 'Thriller', 'Crime', 'Mystery', 'Romance']","a computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.",sex is power.,"['Michael Douglas', 'Demi Moore', 'Donald Sutherland', 'Dylan Baker', 'Jacqueline Kim']",['Barry Levinson']
11929,Dolores Claiborne,"['Crime', 'Drama', 'Mystery']","dolores claiborne was accused of killing her abusive husband twenty years ago, but the court's findings were inconclusive and she was allowed to walk free. now she has been accused of killing her employer, vera donovan, and this time there is a witness who can place her at the scene of the crime. things look bad for dolores when her daughter selena, a successful manhattan magazine writer, returns to cover the story.","sometimes, an accident can be an unhappy woman's best friend.","['Kathy Bates', 'Jennifer Jason Leigh', 'Judy Parfitt', 'Christopher Plummer', 'David Strathairn']",['Taylor Hackford']
8467,Dumb and Dumber,['Comedy'],"lloyd and harry are two men whose stupidity is really indescribable. when mary, a beautiful woman, loses an important suitcase with money before she leaves for aspen, the two friends (who have found the suitcase) decide to return it to her. after some ""adventures"" they finally get to aspen where, using the lost money they live it up and fight for mary's heart.","what the one doesn't have, the other is missing.","['Jim Carrey', 'Jeff Daniels', 'Lauren Holly', 'Teri Garr', 'Mike Starr']","['Peter Farrelly', 'Bobby Farrelly']"
522,Ed Wood,"['Comedy', 'Drama', 'History']","the mostly true story of the legendary ""worst director of all time"", who, with the help of his strange friends, filmed countless b-movies without ever becoming famous or successful.","when it came to making bad movies, ed wood was the best.","['Johnny Depp', 'Martin Landau', 'Sarah Jessica Parker', 'Patricia Arquette', 'Jeffrey Jones']",['Tim Burton']
397,French Kiss,"['Comedy', 'Romance']",french kiss is director kasdan’s best film since the bodyguard. the plot involves a couple in love and one woman’s attempt to fly to paris to get her lover back from a business trip and marry him. on the way she unknowingly smuggles something of value that has a petty thief chasing her across france as she chases after her future husband.,unknown,"['Meg Ryan', 'Kevin Kline', 'Timothy Hutton', 'Jean Reno', 'Adam Brooks']",['Lawrence Kasdan']
15789,A Goofy Movie,"['Romance', 'Animation', 'Family', 'Comedy', 'Adventure']","though goofy always means well, his amiable cluelessness and klutzy pratfalls regularly embarrass his awkward adolescent son, max. when max's lighthearted prank on his high-school principal finally gets his longtime crush, roxanne, to notice him, he asks her on a date. max's trouble at school convinces goofy that he and the boy need to bond over a cross-country fishing trip like the one he took with his dad when he was max's age, which throws a kink in his son's plans to impress roxanne.",it's the story of a father who couldn't be closer...to driving his son crazy.,"['Bill Farmer', 'Jason Marsden', 'Rob Paulsen', 'Jim Cummings', 'Kellie Martin']","['Kevin Lima', 'Paul Brizzi']"
1024,Heavenly Creatures,"['Drama', 'Fantasy']","based on the true story of juliet hulme and pauline parker, two close friends who share a love of fantasy and literature, who conspire to kill pauline's mother when she tries to end the girls' intense and obsessive relationship.",from a secret world no one could see... came a crime no one could believe.,"['Melanie Lynskey', 'Kate Winslet', 'Sarah Peirse', ""Simon O'Connor"", 'Diana Kent']",['Peter Jackson']
628,Interview with the Vampire,"['Horror', 'Romance']","a vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.",drink from me and live forever,"['Brad Pitt', 'Tom Cruise', 'Kirsten Dunst', 'Antonio Banderas', 'Christian Slater']",['Neil Jordan']
6280,Junior,"['Comedy', 'Family', 'Romance']","as part of a fertility research project, a male scientist agrees to carry a pregnancy in his own body.",nothing is inconceivable,"['Arnold Schwarzenegger', 'Danny DeVito', 'Emma Thompson', 'Frank Langella', 'Pamela Reed']",['Ivan Reitman']
11,Star Wars,"['Adventure', 'Action', 'Science Fiction']",princess leia is captured and held hostage by the evil imperial forces in their effort to take over the galactic empire. venturesome luke skywalker and dashing captain han solo team together with the loveable robot duo r2-d2 and c-3po to rescue the beautiful princess and restore peace and justice in the empire.,"a long time ago in a galaxy far, far away...","['Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'Peter Cushing', 'Alec Guinness']",['George Lucas']
9587,Little Women,"['Drama', 'Romance']","with their father away as a chaplain in the civil war, jo, meg, beth and amy grow up with their mother in somewhat reduced circumstances. they are a close family who inevitably have their squabbles and tragedies. but the bond holds even when, later, male friends start to become a part of the household.","the story that has lived in our hearts for generations, now comes to the screen for the holidays.","['Winona Ryder', 'Gabriel Byrne', 'Trini Alvarado', 'Samantha Mathis', 'Kirsten Dunst']",['Gillian Armstrong']
19101,A Little Princess,"['Drama', 'Family', 'Fantasy']","when her father enlists to fight for the british in wwi, young sara crewe goes to new york to attend the same boarding school her late mother attended. she soon clashes with the severe headmistress, miss minchin, who attempts to stifle sara's creativity and sense of self- worth.",every girl everywhere is a princess.,"['Liesel Matthews', 'Eleanor Bron', 'Liam Cunningham', 'Rusty Schwimmer', 'Vanessa Lee Chester']",['Alfonso Cuarón']
4476,Legends of the Fall,"['Adventure', 'Drama', 'Romance', 'War']","an epic tale of three brothers and their father living in the remote wilderness of 1900s usa and how their lives are affected by nature, history, war, and love.",after the fall from innocence the legend begins.,"['Brad Pitt', 'Anthony Hopkins', 'Aidan Quinn', 'Julia Ormond', 'Henry Thomas']",['Edward Zwick']
11008,Major Payne,"['Adventure', 'Comedy', 'Family']","major benson winifred payne is being discharged from the marines. payne is a killin' machine, but the wars of the world are no longer fought on the battlefield. a career marine, he has no idea what to do as a civilian, so his commander finds him a job - commanding officer of a local school's jrotc program, a bunch of ragtag losers with no hope.",he's looking for a few good men... or a few guys old enough to shave.,"['Damon Wayans', 'Orlando Brown', 'Michael Ironside', 'Karyn Parsons', 'Steven Martini']",['Nick Castle']
